specObjID,ra,dec,z,zErr,plate,mjd,fiberID,survey
4743552188634386432,353.73714,-0.063471904,2.394494,0.0006859995,4213,55449,494,boss
4743559885215780864,353.86637,0.61564892,2.327958,0.0007988279,4213,55449,522,boss
4743575278378569728,354.08834,0.06803252,2.296662,0.00114654,4213,55449,578,boss
4821180459307520000,353.99039,2.1316827,2.437434,0.000333064,4282,55507,280,boss
4821296457784250368,353.91937,2.9467248,2.389075,0.0005787137,4282,55507,702,boss
4821301955342389248,353.85585,2.7289992,2.430119,0.0002217054,4282,55507,722,boss
4905665838676463616,353.90224,-2.3897067,2.318907,0.0002537361,4357,55829,436,boss
4905683980618321920,353.81981,-1.3278957,2.375307,0.0003606037,4357,55829,502,boss
4905702672315994112,354.05996,-1.5881817,2.298174,0.0003276487,4357,55829,570,boss
9869707425887834112,354.0706,-0.66973897,2.295871,0.001010489,8766,57333,250,eboss
10309001915447660544,353.73714,-0.063471893,2.398374,0.0006854119,9156,58039,954,eboss
10309002465203474432,353.73262,0.025166435,2.3859,0.0007812496,9156,58039,956,eboss
10309004114470916096,353.82467,-0.40754253,2.442341,0.0003385485,9156,58039,962,eboss
10309014284953473024,354.07044,-0.669868,2.296408,0.001566857,9156,58039,999,eboss
10309969480697270272,354.05999,-1.588173,2.297615,0.0003135225,9157,57742,378,eboss
10309976077767036928,354.02547,-1.9999824,2.419079,0.0007432194,9157,57742,402,eboss
10309981575325175808,353.81981,-1.3278957,2.37566,0.0003876377,9157,57742,422,eboss
10309993944830988288,353.73795,-1.201809,2.332941,0.001261788,9157,57742,467,eboss
10310025006034472960,354.01515,-0.806168,2.33996,0.00076202,9157,57742,580,eboss
10331272524156129280,353.86637,0.6156489,2.325243,0.0009994765,9176,58080,54,eboss
10331275272935198720,353.74892,0.78021508,2.429263,0.0003295396,9176,58080,64,eboss
10331283244394500096,353.66055,0.50845381,2.369196,0.0005060107,9176,58080,93,eboss
10331283519272407040,353.72449,0.72929471,2.379734,0.0002725607,9176,58080,94,eboss
10331284069028220928,353.7553,0.66033096,2.415073,-1,9176,58080,96,eboss
10331284618784034816,353.68236,0.77466884,2.438337,0.0003372797,9176,58080,98,eboss
10331284893661941760,353.65881,0.74354054,2.450493,0.0005309986,9176,58080,99,eboss
10331285168539848704,353.7536,0.73806559,2.429013,0.0008652052,9176,58080,100,eboss
10331516615737495552,353.85585,2.728998,2.429976,0.0002247467,9176,58080,942,eboss
10331519364516564992,353.826,2.465814,2.390916,0.000748324,9176,58080,952,eboss
10332516895836884992,353.96919,0.74980872,2.385206,0.001793961,9177,58044,485,eboss
10332520194371768320,353.97779,1.1101564,2.390157,0.001111817,9177,58044,497,eboss
10332522668272930816,353.99039,2.1316827,2.43748,0.0003093198,9177,58044,506,eboss
10369583075567095808,354.05999,-1.588173,2.297536,0.0002672996,9210,57656,163,eboss
10369633927979880448,353.8198,-1.327894,2.375149,0.0002516442,9210,57656,348,eboss
10369739481096146944,354.07047,-0.66986077,2.294408,0.001805474,9210,57656,732,eboss
12705827593804599296,353.826,2.465814,2.393124,0.0009474314,11285,58402,171,eboss
433609484334557184,355.49605,0.57253999,2.382885,0.0007821749,385,51877,502,sdss
768027331183798272,355.43255,0.052667068,2.402585,0.0002765814,682,52525,595,sdss
769099355004102656,355.43255,0.052667068,2.401697,0.0002913284,683,52524,399,sdss
1230755701328996352,355.73961,1.0226082,2.452055,0.0005125409,1093,52591,535,sdss
1674348176254986240,355.53913,0.10912,2.337478,0.0003356812,1487,52964,491,sdss
2142703027763570688,355.73959,1.022589,2.451248,0.0002931661,1903,53357,420,segue1
2142708250443802624,355.43255,0.052697,2.402684,0.0001551851,1903,53357,439,segue1
2142714297757755392,355.53911,0.109135,2.337813,0.0002550028,1903,53357,461,segue1
2142719245560080384,355.49607,0.572546,2.385334,0.0002859686,1903,53357,479,segue1
4743436739913469952,355.91595,-0.43288109,2.328241,0.0003247761,4213,55449,74,boss
4743457630634397696,355.43272,-0.33782921,2.377344,0.0007288313,4213,55449,150,boss
4743650594925072384,355.41837,0.53680321,2.411918,0.0002561329,4213,55449,852,boss
4743667087599489024,355.73962,1.0225713,2.453537,0.0001786341,4213,55449,912,boss
4743668187111116800,355.73631,0.77563419,2.364601,0.0001667126,4213,55449,916,boss
4744668192970133504,355.79666,-0.60048881,2.454256,0.0004340174,4214,55451,458,boss
4744677263941062656,355.52375,-0.55253774,2.391654,0.0004460723,4214,55451,491,boss
4744679462964318208,355.43272,-0.33782921,2.374777,0.0008505926,4214,55451,499,boss
4744684135888736256,355.40434,-0.010702464,2.317901,0.0003633125,4214,55451,516,boss
4744684685644550144,355.43255,0.05270843,2.406616,0.000344494,4214,55451,518,boss
4744685785156177920,355.64066,0.70431432,2.33667,0.0009162526,4214,55451,522,boss
4744686884667805696,355.49607,0.57254371,2.384783,0.0002971041,4214,55451,526,boss
4744688533935247360,355.53912,0.10915013,2.340828,0.0003561116,4214,55451,532,boss
4744689358568968192,355.50949,0.068050641,2.367508,0.001398317,4214,55451,535,boss
4744690732958502912,355.52079,0.052274338,2.374201,0.001136583,4214,55451,540,boss
4744696230516641792,355.73631,0.77563418,2.364031,0.0001993248,4214,55451,560,boss
4744696780272455680,355.82187,0.6869727,2.413867,0.0003043171,4214,55451,562,boss
4818972090136023040,355.43622,1.6211073,2.33453,0.000208657,4280,55503,438,boss
4904558080711479296,355.48807,-2.0118679,2.346014,0.001360759,4356,55829,502,boss
4904561929002176512,355.38117,-2.281263,2.332154,0.001116177,4356,55829,516,boss
9870986982158782464,355.94253,0.17834946,2.327948,0.0008370056,8767,57310,809,eboss
10309885368057745408,355.85435,-1.056116,2.294942,0.001617199,9157,57742,72,eboss
10310116815255392256,355.40434,-0.010702458,2.319143,0.0004058939,9157,57742,914,eboss
10310122312813531136,355.48947,-0.487748,2.331747,0.0009835563,9157,57742,934,eboss
10310123412325158912,355.52375,-0.55253775,2.392465,0.0004865826,9157,57742,938,eboss
10310128360127483904,355.53912,0.10915013,2.34019,0.0003374779,9157,57742,956,eboss
10311131113423392768,355.43272,-0.33782921,2.380003,0.0009272695,9158,57664,508,eboss
10311133312446648320,355.48315,-0.407148,2.305364,0.0005642592,9158,57664,516,eboss
10311148980487344128,355.91595,-0.43288109,2.326901,0.0003583971,9158,57664,573,eboss
10332422612714803200,355.73631,0.7756342,2.365369,0.000182602,9177,58044,142,eboss
10332430859052011520,355.69925,0.62903589,2.453045,0.0006417206,9177,58044,172,eboss
10332441854168289280,355.49607,0.57254402,2.395541,0.0002679113,9177,58044,212,eboss
10332452299528753152,355.41837,0.5368032,2.412086,0.0002605774,9177,58044,250,eboss
10332607880424083456,355.43622,1.621106,2.334923,0.0001568737,9177,58044,816,eboss
10358473061330866176,355.43622,1.621106,2.335291,0.0001835738,9200,57716,705,eboss
